SOZJAWB12A6D4FC287,131.988,0.754192733056,0.990682076897,0.0350653622071,0.00630201750954
SOJCSLE12A58291C6B,126.8,0.485670388757,0.903196582476,0.0951749755748,0.0206497793321
SOZXBVL12AB0184D35,109.077,0.726762965948,0.853920857596,0.0634282352628,0.120987674088
SOPUBLN12AF729F1F0,95.676,0.723930550018,0.483838402113,0.0451148909768,0.0941738646541
SOGFITM12A8C137C54,135.356,0.386719622797,0.485797209693,0.0309503941467,0.236369555218
SOSKUNI12AB0187F12,186.254,0.228274553441,0.704928118959,0.124883477745,0.00663366138273
SOQKTHC12A81C22CF3,149.869,0.611484569092,0.436721242334,0.0266351938547,0.750021629594
SOUGAYN12A6D4F6E90,108.041,0.666429952053,0.683521624767,0.0594381391676,0.0336078300705
SOAAQCS12AB01826DD,229.865,0.425042573045,0.556174514216,0.045451245789,0.950495782529
SOGHETV12A8C1362FB,134.301,0.547273811099,0.783529941472,0.03773617302,0.643578313244
SOZWTWP12A8C142924,93.934,0.755393225893,0.526545992658,0.0601483110557,0.134318058946
SOFRCGW12A81C21EA6,104.378,0.334736776606,0.344266403255,0.0295200692259,0.741785648586
SODAJWB12A8C13BE3E,92.994,0.502283300144,0.843497059819,0.0601836130983,0.280466373795
SONOYIB12A81C1F88C,129.979,0.666524976571,0.714144865761,0.069362624802,0.0150245160697
SOUCPBK12A58A7881A,122.063,0.382799935033,0.72273939128,0.0932539651541,0.250312420776
SOLYKYE12A6701F633,157.945,0.413164227333,0.899758169555,0.0650195134064,0.032248692301
SONXGNZ12B0B809072,132.536,0.470371285504,0.425352749806,0.0288770667963,0.175605549472
SOPBWTB12A6D4FD16F,136.977,0.847899981487,0.827740162492,0.107696518783,0.221534985965
SOXVQOL12AB018A162,147.289,0.351127178712,0.848420030712,0.0517566851886,0.00503911725974
SOPWWEY12AB018A75C,83.983,0.656282173314,0.977174559341,0.117842336907,0.118427950948
SOFJVAC12A6701F997,181.807,0.306078859824,0.906926437097,0.031509797612,0.0109953880416
SOKYHYL12A8C13D79D,157.678,0.320841004245,0.556839825565,0.0778327538342,0.735074592022
SOXLZMZ12A8C13477E,190.051,0.524314645013,0.71190947581,0.082677459294,0.318995642622
SOVALQH12AB0189114,145.994,0.357086796436,0.899673731819,0.0502270019687,0.000876966750935
